"특성별(1)","분담실태별(1)",2022
"전체","남편이 전적으로 책임",1.3
"전체","남편이 주로 하고 아내도 분담",6.7
"전체","공평하게 분담",30.6
"전체","아내가 주로 하고 남편도 분담",34.9
"전체","아내가 전적으로 책임",26.5
